"uFastC","uSlowC","uNecroC","pFastC","pSlowC","pNecroC","livingMicrobeC","uFastN","uSlowN","uNecroN","pFastN","pSlowN","pNecroN","inorganicNH4","CO2","livingMicrobeN","inorganicNO3","NMicrobeC","NMicrobeN","temp","temp2","temp3"
0.0423052434046375,0.421274799250883,0.00705815725115265,0,0,0,0.0275186392333161,0.000983850795985624,0.0216247988421431,0.000605558872162149,0,0,0,0.00772962529530455,1553.61014178543,0.003931234176188,0.000321797293364019,1.29594366099439e-05,1.85134808713484e-06,0.697461563341924,0,0
